Ayan01G000010.1	Acyan01G0000100.1
Ayan10G011090.1	Acyan10G0110900.1
Ayan10G011100.1	Acyan10G0111000.1
Ayan10G011110.1	Acyan10G0111100.1
Ayan10G011120.1	Acyan10G0111200.1
Ayan10G011130.1	Acyan10G0111300.1
Ayan10G011140.1	Acyan10G0111400.1
Ayan10G011150.1	Acyan10G0111500.1
Ayan10G011160.1	Acyan10G0111600.1
Ayan10G011170.1	Acyan10G0111700.1
Ayan10G011180.1	Acyan10G0111800.1
Ayan10G011190.1	Acyan10G0111900.1
Ayan10G011200.1	Acyan10G0112000.1
Ayan10G011210.1	Acyan10G0112100.1
Ayan10G011220.1	Acyan10G0112200.1
Ayan10G011230.1	Acyan10G0112300.1
Ayan10G011240.1	Acyan10G0112400.1
Ayan10G011250.1	Acyan10G0112500.1
Ayan10G011260.1	Acyan10G0112600.1
Ayan10G011270.1	Acyan10G0112700.1
Ayan10G011280.1	Acyan10G0112800.1
Ayan10G011290.1	Acyan10G0112900.1
Ayan10G011300.1	Acyan10G0113000.1
Ayan10G011310.1	Acyan10G0113100.1
Ayan10G011320.1	Acyan10G0113200.1
Ayan10G011330.1	Acyan10G0113300.1
Ayan10G011340.1	Acyan10G0113400.1
Ayan10G011350.1	Acyan10G0113500.1
Ayan10G011360.1	Acyan10G0113600.1
Ayan10G011370.1	Acyan10G0113700.1
Ayan10G011380.1	Acyan10G0113800.1
Ayan10G011390.1	Acyan10G0113900.1
Ayan10G011400.1	Acyan10G0114000.1
Ayan10G011410.1	Acyan10G0114100.1
Ayan10G011420.1	Acyan10G0114200.1
Ayan10G011430.1	Acyan10G0114300.1
Ayan10G011440.1	Acyan10G0114400.1
Ayan10G011450.1	Acyan10G0114500.1
Ayan10G011460.1	Acyan10G0114600.1
Ayan10G011470.1	Acyan10G0114700.1
Ayan10G011480.1	Acyan10G0114800.1
Ayan10G011490.1	Acyan10G0114900.1
Ayan10G011500.1	Acyan10G0115000.1
Ayan10G011510.1	Acyan10G0115100.1
Ayan10G011520.1	Acyan10G0115200.1
Ayan10G011530.1	Acyan10G0115300.1
Ayan10G011540.1	Acyan10G0115400.1
Ayan10G011550.1	Acyan10G0115500.1
Ayan10G011560.1	Acyan10G0115600.1
Ayan10G011570.1	Acyan10G0115700.1
Ayan10G011580.1	Acyan10G0115800.1
Ayan10G011590.1	Acyan10G0115900.1
Ayan10G011600.1	Acyan10G0116000.1
Ayan10G011610.1	Acyan10G0116100.1
Ayan10G011620.1	Acyan10G0116200.1
Ayan10G011630.1	Acyan10G0116300.1
Ayan10G011640.1	Acyan10G0116400.1
Ayan10G011650.1	Acyan10G0116500.1
Ayan10G011660.1	Acyan10G0116600.1
Ayan10G011670.1	Acyan10G0116700.1
Ayan10G011680.1	Acyan10G0116800.1
Ayan10G011690.1	Acyan10G0116900.1
Ayan10G011700.1	Acyan10G0117000.1
Ayan10G011710.1	Acyan10G0117100.1
Ayan10G011720.1	Acyan10G0117200.1
Ayan10G011730.1	Acyan10G0117300.1
Ayan10G011740.1	Acyan10G0117400.1
Ayan10G011750.1	Acyan10G0117500.1
Ayan10G011760.1	Acyan10G0117600.1
Ayan10G011770.1	Acyan10G0117700.1
Ayan10G011780.1	Acyan10G0117800.1
Ayan10G011790.1	Acyan10G0117900.1
Ayan10G011800.1	Acyan10G0118000.1
Ayan10G011810.1	Acyan10G0118100.1
Ayan10G011820.1	Acyan10G0118200.1
Ayan10G011830.1	Acyan10G0118300.1
Ayan10G011840.1	Acyan10G0118400.1
Ayan10G011850.1	Acyan10G0118500.1
Ayan10G011860.1	Acyan10G0118600.1
Ayan10G011870.1	Acyan10G0118700.1
Ayan10G011880.1	Acyan10G0118800.1
Ayan10G011890.1	Acyan10G0118900.1
Ayan10G011900.1	Acyan10G0119000.1
Ayan10G011910.1	Acyan10G0119100.1
Ayan10G011920.1	Acyan10G0119200.1
Ayan10G011930.1	Acyan10G0119300.1
Ayan10G011940.1	Acyan10G0119400.1
Ayan10G011950.1	Acyan10G0119500.1
Ayan10G011960.1	Acyan10G0119600.1
Ayan10G011970.1	Acyan10G0119700.1
Ayan10G011980.1	Acyan10G0119800.1
Ayan10G011990.1	Acyan10G0119900.1
Ayan10G012000.1	Acyan10G0120000.1
Ayan10G012010.1	Acyan10G0120100.1
Ayan10G012020.1	Acyan10G0120200.1
Ayan10G012030.1	Acyan10G0120300.1
Ayan10G012040.1	Acyan10G0120400.1
Ayan10G012050.1	Acyan10G0120500.1
Ayan10G012060.1	Acyan10G0120600.1
Ayan10G012070.1	Acyan10G0120700.1
Ayan10G012080.1	Acyan10G0120800.1
Ayan10G012090.1	Acyan10G0120900.1
Ayan10G012100.1	Acyan10G0121000.1
Ayan10G012110.1	Acyan10G0121100.1
Ayan10G012120.1	Acyan10G0121200.1
Ayan10G012130.1	Acyan10G0121300.1
Ayan10G012140.1	Acyan10G0121400.1
Ayan10G012150.1	Acyan10G0121500.1
Ayan10G012160.1	Acyan10G0121600.1
Ayan10G012170.1	Acyan10G0121700.1
Ayan10G012180.1	Acyan10G0121800.1
Ayan10G012190.1	Acyan10G0121900.1
Ayan10G012200.1	Acyan10G0122000.1
Ayan10G012210.1	Acyan10G0122100.1
Ayan10G012220.1	Acyan10G0122200.1
Ayan10G012230.1	Acyan10G0122300.1
Ayan10G012240.1	Acyan10G0122400.1
Ayan10G012250.1	Acyan10G0122500.1
Ayan10G012260.1	Acyan10G0122600.1
Ayan10G012270.1	Acyan10G0122700.1
Ayan10G012280.1	Acyan10G0122800.1
Ayan10G012290.1	Acyan10G0122900.1
Ayan10G012300.1	Acyan10G0123000.1
Ayan10G012310.1	Acyan10G0123100.1
Ayan10G012320.1	Acyan10G0123200.1
Ayan10G012330.1	Acyan10G0123300.1
Ayan10G012340.1	Acyan10G0123400.1
Ayan10G012350.1	Acyan10G0123500.1
Ayan10G012360.1	Acyan10G0123600.1
Ayan10G012370.1	Acyan10G0123700.1
Ayan10G012380.1	Acyan10G0123800.1
Ayan10G012390.1	Acyan10G0123900.1
Ayan10G012400.1	Acyan10G0124000.1
Ayan10G012410.1	Acyan10G0124100.1
Ayan10G012420.1	Acyan10G0124200.1
Ayan10G012430.1	Acyan10G0124300.1
Ayan10G012440.1	Acyan10G0124400.1
Ayan10G012450.1	Acyan10G0124500.1
Ayan10G012460.1	Acyan10G0124600.1
Ayan10G012470.1	Acyan10G0124700.1
Ayan10G012480.1	Acyan10G0124800.1
Ayan10G012490.1	Acyan10G0124900.1
Ayan10G012500.1	Acyan10G0125000.1
Ayan10G012510.1	Acyan10G0125100.1
Ayan10G012520.1	Acyan10G0125200.1
Ayan10G012530.1	Acyan10G0125300.1
Ayan10G012540.1	Acyan10G0125400.1
Ayan10G012550.1	Acyan10G0125500.1
Ayan10G012560.1	Acyan10G0125600.1
Ayan10G012570.1	Acyan10G0125700.1
Ayan10G012580.1	Acyan10G0125800.1
Ayan10G012590.1	Acyan10G0125900.1
Ayan10G012600.1	Acyan10G0126000.1
Ayan10G012610.1	Acyan10G0126100.1
Ayan10G012620.1	Acyan10G0126200.1
Ayan10G012630.1	Acyan10G0126300.1
Ayan10G012640.1	Acyan10G0126400.1
Ayan10G012650.1	Acyan10G0126500.1
Ayan10G012660.1	Acyan10G0126600.1
Ayan10G012670.1	Acyan10G0126700.1
Ayan10G012680.1	Acyan10G0126800.1
Ayan10G012690.1	Acyan10G0126900.1
Ayan10G012700.1	Acyan10G0127000.1
Ayan10G012710.1	Acyan10G0127100.1
Ayan10G012720.1	Acyan10G0127200.1
Ayan10G012730.1	Acyan10G0127300.1
Ayan10G012740.1	Acyan10G0127400.1
Ayan10G012750.1	Acyan10G0127500.1
Ayan10G012760.1	Acyan10G0127600.1
Ayan10G012770.1	Acyan10G0127700.1
Ayan10G012780.1	Acyan10G0127800.1
Ayan10G012790.1	Acyan10G0127900.1
Ayan10G012800.1	Acyan10G0128000.1
Ayan10G012810.1	Acyan10G0128100.1
Ayan10G012820.1	Acyan10G0128200.1
Ayan10G012830.1	Acyan10G0128300.1
Ayan10G012840.1	Acyan10G0128400.1
Ayan10G012850.1	Acyan10G0128500.1
Ayan10G012860.1	Acyan10G0128600.1
Ayan10G012870.1	Acyan10G0128700.1
Ayan10G012880.1	Acyan10G0128800.1
Ayan10G012890.1	Acyan10G0128900.1
Ayan10G012900.1	Acyan10G0129000.1
Ayan10G012910.1	Acyan10G0129100.1
Ayan10G012920.1	Acyan10G0129200.1
Ayan10G012930.1	Acyan10G0129300.1
Ayan10G012940.1	Acyan10G0129400.1
Ayan10G012950.1	Acyan10G0129500.1
Ayan10G012960.1	Acyan10G0129600.1
Ayan10G012970.1	Acyan10G0129700.1
Ayan10G012980.1	Acyan10G0129800.1
Ayan10G012990.1	Acyan10G0129900.1
Ayan10G013000.1	Acyan10G0130000.1
Ayan10G013010.1	Acyan10G0130100.1
Ayan10G013020.1	Acyan10G0130200.1
Ayan10G013030.1	Acyan10G0130300.1
Ayan10G013040.1	Acyan10G0130400.1
Ayan10G013050.1	Acyan10G0130500.1
Ayan10G013060.1	Acyan10G0130600.1
Ayan10G013070.1	Acyan10G0130700.1
Ayan10G013080.1	Acyan10G0130800.1
Ayan10G013090.1	Acyan10G0130900.1
Ayan10G013100.1	Acyan10G0131000.1
Ayan10G013110.1	Acyan10G0131100.1
Ayan10G013120.1	Acyan10G0131200.1
Ayan10G013130.1	Acyan10G0131300.1
Ayan10G013140.1	Acyan10G0131400.1
Ayan10G013150.1	Acyan10G0131500.1
Ayan10G013160.1	Acyan10G0131600.1
Ayan10G013170.1	Acyan10G0131700.1
Ayan10G013180.1	Acyan10G0131800.1
Ayan10G013190.1	Acyan10G0131900.1
Ayan10G013200.1	Acyan10G0132000.1
Ayan10G013210.1	Acyan10G0132100.1
Ayan10G013220.1	Acyan10G0132200.1
Ayan10G013230.1	Acyan10G0132300.1
Ayan10G013240.1	Acyan10G0132400.1
Ayan10G013250.1	Acyan10G0132500.1
Ayan10G013260.1	Acyan10G0132600.1
Ayan10G013270.1	Acyan10G0132700.1
Ayan10G013280.1	Acyan10G0132800.1
Ayan10G013290.1	Acyan10G0132900.1
Ayan10G013300.1	Acyan10G0133000.1
Ayan10G013310.1	Acyan10G0133100.1
Ayan10G013320.1	Acyan10G0133200.1
Ayan10G013330.1	Acyan10G0133300.1
Ayan10G013340.1	Acyan10G0133400.1
Ayan10G013350.1	Acyan10G0133500.1
Ayan10G013360.1	Acyan10G0133600.1
Ayan10G013370.1	Acyan10G0133700.1
Ayan10G013380.1	Acyan10G0133800.1
Ayan10G013390.1	Acyan10G0133900.1
Ayan10G013400.1	Acyan10G0134000.1
Ayan10G013410.1	Acyan10G0134100.1
Ayan10G013420.1	Acyan10G0134200.1
Ayan10G013430.1	Acyan10G0134300.1
Ayan10G013440.1	Acyan10G0134400.1
Ayan10G013450.1	Acyan10G0134500.1
Ayan10G013460.1	Acyan10G0134600.1
Ayan10G013470.1	Acyan10G0134700.1
Ayan10G013480.1	Acyan10G0134800.1
Ayan10G013490.1	Acyan10G0134900.1
Ayan10G013500.1	Acyan10G0135000.1
Ayan10G013510.1	Acyan10G0135100.1
Ayan10G013520.1	Acyan10G0135200.1
Ayan10G013530.1	Acyan10G0135300.1
Ayan10G013540.1	Acyan10G0135400.1
Ayan10G013550.1	Acyan10G0135500.1
Ayan10G013560.1	Acyan10G0135600.1
Ayan10G013570.1	Acyan10G0135700.1
Ayan10G013580.1	Acyan10G0135800.1
Ayan10G013590.1	Acyan10G0135900.1
Ayan10G013600.1	Acyan10G0136000.1
Ayan10G013610.1	Acyan10G0136100.1
Ayan10G013620.1	Acyan10G0136200.1
Ayan10G013630.1	Acyan10G0136300.1
Ayan10G013640.1	Acyan10G0136400.1
Ayan10G013650.1	Acyan10G0136500.1
Ayan10G013660.1	Acyan10G0136600.1
Ayan10G013670.1	Acyan10G0136700.1
Ayan10G013680.1	Acyan10G0136800.1
Ayan10G013690.1	Acyan10G0136900.1
Ayan10G013700.1	Acyan10G0137000.1
Ayan10G013710.1	Acyan10G0137100.1
Ayan10G013720.1	Acyan10G0137200.1
Ayan10G013730.1	Acyan10G0137300.1
Ayan10G013740.1	Acyan10G0137400.1
Ayan10G013750.1	Acyan10G0137500.1
Ayan10G013760.1	Acyan10G0137600.1
Ayan10G013770.1	Acyan10G0137700.1
Ayan10G013780.1	Acyan10G0137800.1
Ayan10G013790.1	Acyan10G0137900.1
Ayan10G013800.1	Acyan10G0138000.1
Ayan10G013810.1	Acyan10G0138100.1
Ayan10G013820.1	Acyan10G0138200.1
Ayan10G013830.1	Acyan10G0138300.1
Ayan10G013840.1	Acyan10G0138400.1
Ayan10G013850.1	Acyan10G0138500.1
Ayan10G013860.1	Acyan10G0138600.1
Ayan10G013870.1	Acyan10G0138700.1
Ayan10G013880.1	Acyan10G0138800.1
Ayan10G013890.1	Acyan10G0138900.1
Ayan10G013900.1	Acyan10G0139000.1
Ayan10G013910.1	Acyan10G0139100.1
Ayan10G013920.1	Acyan10G0139200.1
Ayan10G013930.1	Acyan10G0139300.1
Ayan10G013940.1	Acyan10G0139400.1
Ayan10G013950.1	Acyan10G0139500.1
Ayan10G013960.1	Acyan10G0139600.1
Ayan10G013970.1	Acyan10G0139700.1
Ayan10G013980.1	Acyan10G0139800.1
Ayan10G013990.1	Acyan10G0139900.1
Ayan10G014000.1	Acyan10G0140000.1
Ayan10G014010.1	Acyan10G0140100.1
Ayan10G014020.1	Acyan10G0140200.1
Ayan10G014030.1	Acyan10G0140300.1
Ayan10G014040.1	Acyan10G0140400.1
Ayan10G014050.1	Acyan10G0140500.1
Ayan10G014060.1	Acyan10G0140600.1
Ayan10G014070.1	Acyan10G0140700.1
Ayan10G014080.1	Acyan10G0140800.1
Ayan10G014090.1	Acyan10G0140900.1
Ayan10G014100.1	Acyan10G0141000.1
Ayan10G014110.1	Acyan10G0141100.1
Ayan10G014120.1	Acyan10G0141200.1
Ayan10G014130.1	Acyan10G0141300.1
Ayan10G014140.1	Acyan10G0141400.1
Ayan10G014150.1	Acyan10G0141500.1
Ayan10G014160.1	Acyan10G0141600.1
Ayan10G014170.1	Acyan10G0141700.1
Ayan10G014180.1	Acyan10G0141800.1
Ayan10G014190.1	Acyan10G0141900.1
Ayan10G014200.1	Acyan10G0142000.1
Ayan10G014210.1	Acyan10G0142100.1
Ayan10G014220.1	Acyan10G0142200.1
Ayan10G014230.1	Acyan10G0142300.1
Ayan10G014240.1	Acyan10G0142400.1
Ayan10G014250.1	Acyan10G0142500.1
Ayan10G014260.1	Acyan10G0142600.1
Ayan10G014270.1	Acyan10G0142700.1
Ayan10G014280.1	Acyan10G0142800.1
Ayan10G014290.1	Acyan10G0142900.1
Ayan10G014300.1	Acyan10G0143000.1
Ayan10G014310.1	Acyan10G0143100.1
Ayan10G014320.1	Acyan10G0143200.1
Ayan10G014330.1	Acyan10G0143300.1
Ayan10G014340.1	Acyan10G0143400.1
Ayan10G014350.1	Acyan10G0143500.1
Ayan10G014360.1	Acyan10G0143600.1
Ayan10G014370.1	Acyan10G0143700.1
Ayan10G014380.1	Acyan10G0143800.1
Ayan10G014390.1	Acyan10G0143900.1
Ayan10G014400.1	Acyan10G0144000.1
Ayan10G014410.1	Acyan10G0144100.1
Ayan10G014420.1	Acyan10G0144200.1
Ayan10G014430.1	Acyan10G0144300.1
Ayan10G014440.1	Acyan10G0144400.1
Ayan10G014450.1	Acyan10G0144500.1
Ayan10G014460.1	Acyan10G0144600.1
Ayan10G014470.1	Acyan10G0144700.1
Ayan10G014480.1	Acyan10G0144800.1
Ayan10G014490.1	Acyan10G0144900.1
Ayan10G014500.1	Acyan10G0145000.1
Ayan10G014510.1	Acyan10G0145100.1
Ayan10G014520.1	Acyan10G0145200.1
Ayan10G014530.1	Acyan10G0145300.1
Ayan10G014540.1	Acyan10G0145400.1
Ayan10G014550.1	Acyan10G0145500.1
Ayan10G014560.1	Acyan10G0145600.1
Ayan10G014570.1	Acyan10G0145700.1
Ayan10G014580.1	Acyan10G0145800.1
Ayan10G014590.1	Acyan10G0145900.1
Ayan10G014600.1	Acyan10G0146000.1
Ayan10G014610.1	Acyan10G0146100.1
Ayan10G014620.1	Acyan10G0146200.1
Ayan10G014630.1	Acyan10G0146300.1
Ayan10G014640.1	Acyan10G0146400.1
Ayan10G014650.1	Acyan10G0146500.1
Ayan10G014660.1	Acyan10G0146600.1
Ayan10G014670.1	Acyan10G0146700.1
Ayan10G014680.1	Acyan10G0146800.1
Ayan10G014690.1	Acyan10G0146900.1
Ayan10G014700.1	Acyan10G0147000.1
Ayan10G014710.1	Acyan10G0147100.1
Ayan10G014720.1	Acyan10G0147200.1
Ayan10G014730.1	Acyan10G0147300.1
Ayan10G014740.1	Acyan10G0147400.1
Ayan10G014750.1	Acyan10G0147500.1
Ayan10G014760.1	Acyan10G0147600.1
Ayan10G014770.1	Acyan10G0147700.1
Ayan10G014780.1	Acyan10G0147800.1
Ayan10G014790.1	Acyan10G0147900.1
Ayan10G014800.1	Acyan10G0148000.1
Ayan10G014810.1	Acyan10G0148100.1
Ayan10G014820.1	Acyan10G0148200.1
Ayan10G014830.1	Acyan10G0148300.1
Ayan10G014840.1	Acyan10G0148400.1
Ayan10G014850.1	Acyan10G0148500.1
Ayan10G014860.1	Acyan10G0148600.1
Ayan10G014870.1	Acyan10G0148700.1
Ayan10G014880.1	Acyan10G0148800.1
Ayan10G014890.1	Acyan10G0148900.1
Ayan10G014900.1	Acyan10G0149000.1
Ayan10G014910.1	Acyan10G0149100.1
Ayan10G014920.1	Acyan10G0149200.1
Ayan10G014930.1	Acyan10G0149300.1
Ayan10G014940.1	Acyan10G0149400.1
Ayan10G014950.1	Acyan10G0149500.1
Ayan10G014960.1	Acyan10G0149600.1
Ayan10G014970.1	Acyan10G0149700.1
Ayan10G014980.1	Acyan10G0149800.1
Ayan10G014990.1	Acyan10G0149900.1
Ayan10G015000.1	Acyan10G0150000.1
Ayan10G015010.1	Acyan10G0150100.1
Ayan10G015020.1	Acyan10G0150200.1
Ayan10G015030.1	Acyan10G0150300.1
Ayan10G015040.1	Acyan10G0150400.1
Ayan10G015050.1	Acyan10G0150500.1
Ayan10G015060.1	Acyan10G0150600.1
Ayan10G015070.1	Acyan10G0150700.1
Ayan10G015080.1	Acyan10G0150800.1
Ayan10G015090.1	Acyan10G0150900.1
Ayan10G015100.1	Acyan10G0151000.1
Ayan10G015110.1	Acyan10G0151100.1
Ayan10G015120.1	Acyan10G0151200.1
Ayan10G015130.1	Acyan10G0151300.1
Ayan10G015140.1	Acyan10G0151400.1
Ayan10G015150.1	Acyan10G0151500.1
Ayan10G015160.1	Acyan10G0151600.1
Ayan10G015170.1	Acyan10G0151700.1
Ayan10G015180.1	Acyan10G0151800.1
Ayan10G015190.1	Acyan10G0151900.1
Ayan10G015200.1	Acyan10G0152000.1
Ayan10G015210.1	Acyan10G0152100.1
Ayan10G015220.1	Acyan10G0152200.1
Ayan10G015230.1	Acyan10G0152300.1
Ayan10G015240.1	Acyan10G0152400.1
Ayan10G015250.1	Acyan10G0152500.1
Ayan10G015260.1	Acyan10G0152600.1
Ayan10G015270.1	Acyan10G0152700.1
Ayan10G015280.1	Acyan10G0152800.1
Ayan10G015290.1	Acyan10G0152900.1
Ayan10G015300.1	Acyan10G0153000.1
Ayan10G015310.1	Acyan10G0153100.1
Ayan10G015320.1	Acyan10G0153200.1
Ayan10G015330.1	Acyan10G0153300.1
Ayan10G015340.1	Acyan10G0153400.1
Ayan10G015350.1	Acyan10G0153500.1
Ayan10G015360.1	Acyan10G0153600.1
Ayan10G015370.1	Acyan10G0153700.1
Ayan10G015380.1	Acyan10G0153800.1
Ayan10G015390.1	Acyan10G0153900.1
Ayan10G015400.1	Acyan10G0154000.1
Ayan10G015410.1	Acyan10G0154100.1
Ayan10G015420.1	Acyan10G0154200.1
Ayan10G015430.1	Acyan10G0154300.1
Ayan10G015440.1	Acyan10G0154400.1
Ayan10G015450.1	Acyan10G0154500.1
Ayan10G015460.1	Acyan10G0154600.1
Ayan10G015470.1	Acyan10G0154700.1
Ayan10G015480.1	Acyan10G0154800.1
Ayan10G015490.1	Acyan10G0154900.1
Ayan10G015500.1	Acyan10G0155000.1
Ayan10G015510.1	Acyan10G0155100.1
Ayan10G015520.1	Acyan10G0155200.1
Ayan10G015530.1	Acyan10G0155300.1
Ayan10G015540.1	Acyan10G0155400.1
Ayan10G015550.1	Acyan10G0155500.1
Ayan10G015560.1	Acyan10G0155600.1
Ayan10G015570.1	Acyan10G0155700.1
Ayan10G015580.1	Acyan10G0155800.1
Ayan10G015590.1	Acyan10G0155900.1
Ayan10G015600.1	Acyan10G0156000.1
Ayan10G015610.1	Acyan10G0156100.1
Ayan10G015620.1	Acyan10G0156200.1
Ayan10G015630.1	Acyan10G0156300.1
Ayan10G015640.1	Acyan10G0156400.1
Ayan10G015650.1	Acyan10G0156500.1
Ayan10G015660.1	Acyan10G0156600.1
Ayan10G015670.1	Acyan10G0156700.1
Ayan10G015680.1	Acyan10G0156800.1
Ayan10G015690.1	Acyan10G0156900.1
Ayan10G015700.1	Acyan10G0157000.1
Ayan10G015710.1	Acyan10G0157100.1
Ayan10G015720.1	Acyan10G0157200.1
Ayan10G015730.1	Acyan10G0157300.1
Ayan10G015740.1	Acyan10G0157400.1
Ayan10G015750.1	Acyan10G0157500.1
Ayan10G015760.1	Acyan10G0157600.1
Ayan10G015770.1	Acyan10G0157700.1
Ayan10G015780.1	Acyan10G0157800.1
Ayan10G015790.1	Acyan10G0157900.1
Ayan10G015800.1	Acyan10G0158000.1
Ayan10G015810.1	Acyan10G0158100.1
Ayan10G015820.1	Acyan10G0158200.1
Ayan10G015830.1	Acyan10G0158300.1
Ayan10G015840.1	Acyan10G0158400.1
Ayan10G015850.1	Acyan10G0158500.1
Ayan10G015860.1	Acyan10G0158600.1
Ayan10G015870.1	Acyan10G0158700.1
Ayan10G015880.1	Acyan10G0158800.1
Ayan10G015890.1	Acyan10G0158900.1
Ayan10G015900.1	Acyan10G0159000.1
Ayan10G015910.1	Acyan10G0159100.1
Ayan10G015920.1	Acyan10G0159200.1
Ayan10G015930.1	Acyan10G0159300.1
Ayan10G015940.1	Acyan10G0159400.1
Ayan10G015950.1	Acyan10G0159500.1
Ayan10G015960.1	Acyan10G0159600.1
Ayan10G015970.1	Acyan10G0159700.1
Ayan10G015980.1	Acyan10G0159800.1
Ayan10G015990.1	Acyan10G0159900.1
Ayan10G016000.1	Acyan10G0160000.1
Ayan10G016010.1	Acyan10G0160100.1
Ayan10G016020.1	Acyan10G0160200.1
Ayan10G016030.1	Acyan10G0160300.1
Ayan10G016040.1	Acyan10G0160400.1
Ayan10G016050.1	Acyan10G0160500.1
Ayan10G016060.1	Acyan10G0160600.1
Ayan10G016070.1	Acyan10G0160700.1
Ayan10G016080.1	Acyan10G0160800.1
Ayan10G016090.1	Acyan10G0160900.1
Ayan10G016100.1	Acyan10G0161000.1
Ayan10G016110.1	Acyan10G0161100.1
Ayan10G016120.1	Acyan10G0161200.1
Ayan10G016130.1	Acyan10G0161300.1
Ayan10G016140.1	Acyan10G0161400.1
Ayan10G016150.1	Acyan10G0161500.1
Ayan10G016160.1	Acyan10G0161600.1
Ayan10G016170.1	Acyan10G0161700.1
Ayan10G016180.1	Acyan10G0161800.1
Ayan10G016190.1	Acyan10G0161900.1
Ayan10G016200.1	Acyan10G0162000.1
Ayan10G016210.1	Acyan10G0162100.1
Ayan10G016220.1	Acyan10G0162200.1
Ayan10G016230.1	Acyan10G0162300.1
Ayan10G016240.1	Acyan10G0162400.1
Ayan10G016250.1	Acyan10G0162500.1
Ayan10G016260.1	Acyan10G0162600.1
Ayan10G016270.1	Acyan10G0162700.1
Ayan10G016280.1	Acyan10G0162800.1
Ayan10G016290.1	Acyan10G0162900.1
Ayan10G016300.1	Acyan10G0163000.1
Ayan10G016310.1	Acyan10G0163100.1
Ayan10G016320.1	Acyan10G0163200.1
Ayan10G016330.1	Acyan10G0163300.1
Ayan10G016340.1	Acyan10G0163400.1
Ayan10G016350.1	Acyan10G0163500.1
Ayan10G016360.1	Acyan10G0163600.1
Ayan10G016370.1	Acyan10G0163700.1
Ayan10G016380.1	Acyan10G0163800.1
Ayan10G016390.1	Acyan10G0163900.1
Ayan10G016400.1	Acyan10G0164000.1
Ayan10G016410.1	Acyan10G0164100.1
Ayan10G016420.1	Acyan10G0164200.1
Ayan10G016430.1	Acyan10G0164300.1
Ayan10G016440.1	Acyan10G0164400.1
Ayan10G016450.1	Acyan10G0164500.1
Ayan10G016460.1	Acyan10G0164600.1
Ayan10G016470.1	Acyan10G0164700.1
Ayan10G016480.1	Acyan10G0164800.1
Ayan10G016490.1	Acyan10G0164900.1
Ayan10G016500.1	Acyan10G0165000.1
Ayan10G016510.1	Acyan10G0165100.1
Ayan10G016520.1	Acyan10G0165200.1
Ayan10G016530.1	Acyan10G0165300.1
Ayan10G016540.1	Acyan10G0165400.1
Ayan10G016550.1	Acyan10G0165500.1
Ayan10G016560.1	Acyan10G0165600.1
Ayan10G016570.1	Acyan10G0165700.1
Ayan10G016580.1	Acyan10G0165800.1
Ayan10G016590.1	Acyan10G0165900.1
Ayan10G016600.1	Acyan10G0166000.1
Ayan10G016610.1	Acyan10G0166100.1
Ayan10G016620.1	Acyan10G0166200.1
Ayan10G016630.1	Acyan10G0166300.1
Ayan10G016640.1	Acyan10G0166400.1
Ayan10G016650.1	Acyan10G0166500.1
Ayan10G016660.1	Acyan10G0166600.1
Ayan10G016670.1	Acyan10G0166700.1
Ayan10G016680.1	Acyan10G0166800.1
Ayan10G016690.1	Acyan10G0166900.1
Ayan10G016700.1	Acyan10G0167000.1
Ayan10G016710.1	Acyan10G0167100.1
Ayan10G016720.1	Acyan10G0167200.1
Ayan10G016730.1	Acyan10G0167300.1
Ayan10G016740.1	Acyan10G0167400.1
Ayan10G016750.1	Acyan10G0167500.1
Ayan10G016760.1	Acyan10G0167600.1
Ayan10G016770.1	Acyan10G0167700.1
Ayan10G016780.1	Acyan10G0167800.1
Ayan10G016790.1	Acyan10G0167900.1
Ayan10G016800.1	Acyan10G0168000.1
Ayan10G016810.1	Acyan10G0168100.1
Ayan10G016820.1	Acyan10G0168200.1
Ayan10G016830.1	Acyan10G0168300.1
Ayan10G016840.1	Acyan10G0168400.1
Ayan10G016850.1	Acyan10G0168500.1
Ayan10G016860.1	Acyan10G0168600.1
Ayan10G016870.1	Acyan10G0168700.1
Ayan10G016880.1	Acyan10G0168800.1
Ayan10G016890.1	Acyan10G0168900.1
Ayan10G016900.1	Acyan10G0169000.1
Ayan10G016910.1	Acyan10G0169100.1
Ayan10G016920.1	Acyan10G0169200.1
Ayan10G016930.1	Acyan10G0169300.1
Ayan10G016940.1	Acyan10G0169400.1
Ayan10G016950.1	Acyan10G0169500.1
Ayan10G016960.1	Acyan10G0169600.1
Ayan10G016970.1	Acyan10G0169700.1
Ayan10G016980.1	Acyan10G0169800.1
Ayan10G016990.1	Acyan10G0169900.1
Ayan10G017000.1	Acyan10G0170000.1
Ayan10G017010.1	Acyan10G0170100.1
Ayan10G017020.1	Acyan10G0170200.1
Ayan10G017030.1	Acyan10G0170300.1
Ayan10G017040.1	Acyan10G0170400.1
Ayan10G017050.1	Acyan10G0170500.1
Ayan10G017060.1	Acyan10G0170600.1
Ayan10G017070.1	Acyan10G0170700.1
Ayan10G017080.1	Acyan10G0170800.1
Ayan10G017090.1	Acyan10G0170900.1
Ayan10G017100.1	Acyan10G0171000.1
Ayan10G017110.1	Acyan10G0171100.1
Ayan10G017120.1	Acyan10G0171200.1
Ayan10G017130.1	Acyan10G0171300.1
Ayan10G017140.1	Acyan10G0171400.1
Ayan10G017150.1	Acyan10G0171500.1
