Apse01G000010.1	GWHTBECT000001
Apse05G015800.1	GWHTBECT022896
Apse05G015810.1	GWHTBECT022897
Apse05G015820.1	GWHTBECT022898
Apse05G015830.1	GWHTBECT022899
Apse05G015840.1	GWHTBECT022900
Apse05G015850.1	GWHTBECT022901
Apse05G015860.1	GWHTBECT022902
Apse05G015870.1	GWHTBECT022903
Apse05G015880.1	GWHTBECT022904
Apse05G015890.1	GWHTBECT022905
Apse05G015900.1	GWHTBECT022906
Apse05G015910.1	GWHTBECT022907
Apse05G015920.1	GWHTBECT022908
Apse05G015930.1	GWHTBECT022909
Apse05G015940.1	GWHTBECT022910
Apse05G015950.1	GWHTBECT022911
Apse05G015960.1	GWHTBECT022912
Apse05G015970.1	GWHTBECT022913
Apse05G015980.1	GWHTBECT022914
Apse05G015980.2	GWHTBECT022915
Apse05G015980.3	GWHTBECT022916
Apse05G015990.1	GWHTBECT022917
Apse05G016000.1	GWHTBECT022918
Apse05G016010.1	GWHTBECT022919
Apse05G016020.1	GWHTBECT022920
Apse05G016030.1	GWHTBECT022921
Apse05G016040.1	GWHTBECT022922
Apse05G016050.1	GWHTBECT022923
Apse05G016060.1	GWHTBECT022924
Apse05G016070.1	GWHTBECT022925
Apse05G016080.1	GWHTBECT022926
Apse05G016090.1	GWHTBECT022927
Apse05G016100.1	GWHTBECT022928
Apse05G016110.1	GWHTBECT022929
Apse05G016120.1	GWHTBECT022930
Apse05G016130.1	GWHTBECT022931
Apse05G016140.1	GWHTBECT022932
Apse05G016150.1	GWHTBECT022933
Apse05G016160.1	GWHTBECT022934
Apse05G016170.1	GWHTBECT022935
Apse05G016180.1	GWHTBECT022936
Apse05G016190.1	GWHTBECT022937
Apse05G016190.2	GWHTBECT022938
Apse05G016190.3	GWHTBECT022939
Apse05G016200.1	GWHTBECT022940
Apse05G016210.1	GWHTBECT022941
Apse05G016220.1	GWHTBECT022942
Apse05G016230.1	GWHTBECT022943
Apse05G016230.2	GWHTBECT022944
Apse05G016240.1	GWHTBECT022945
Apse05G016240.2	GWHTBECT022946
Apse05G016240.3	GWHTBECT022947
Apse05G016250.1	GWHTBECT022948
Apse05G016260.1	GWHTBECT022949
Apse05G016270.1	GWHTBECT022950
Apse05G016280.1	GWHTBECT022951
Apse05G016290.1	GWHTBECT022952
Apse05G016300.1	GWHTBECT022953
Apse05G016300.2	GWHTBECT022954
Apse05G016300.3	GWHTBECT022955
Apse05G016310.1	GWHTBECT022956
Apse05G016320.1	GWHTBECT022957
Apse05G016330.1	GWHTBECT022958
Apse05G016330.2	GWHTBECT022959
Apse05G016330.3	GWHTBECT022960
Apse05G016330.4	GWHTBECT022961
Apse05G016340.1	GWHTBECT022962
Apse05G016350.1	GWHTBECT022963
Apse05G016360.1	GWHTBECT022964
Apse05G016370.1	GWHTBECT022965
Apse05G016380.1	GWHTBECT022966
Apse05G016390.1	GWHTBECT022967
Apse05G016400.1	GWHTBECT022968
Apse05G016410.1	GWHTBECT022969
Apse05G016420.1	GWHTBECT022970
Apse05G016430.1	GWHTBECT022971
Apse05G016440.1	GWHTBECT022972
Apse05G016450.1	GWHTBECT022973
Apse05G016460.1	GWHTBECT022974
Apse05G016470.1	GWHTBECT022975
Apse05G016480.1	GWHTBECT022976
Apse05G016490.1	GWHTBECT022977
Apse05G016500.1	GWHTBECT022978
Apse05G016510.1	GWHTBECT022979
Apse05G016520.1	GWHTBECT022980
Apse05G016530.1	GWHTBECT022981
Apse05G016540.1	GWHTBECT022982
Apse05G016550.1	GWHTBECT022983
Apse05G016560.1	GWHTBECT022984
Apse05G016570.1	GWHTBECT022985
Apse05G016580.1	GWHTBECT022986
Apse05G016590.1	GWHTBECT022987
Apse05G016600.1	GWHTBECT022988
Apse05G016610.1	GWHTBECT022989
Apse05G016620.1	GWHTBECT022990
Apse05G016630.1	GWHTBECT022991
Apse05G016640.1	GWHTBECT022992
Apse05G016650.1	GWHTBECT022993
Apse05G016660.1	GWHTBECT022994
Apse05G016670.1	GWHTBECT022995
Apse05G016680.1	GWHTBECT022996
Apse05G016690.1	GWHTBECT022997
Apse05G016700.1	GWHTBECT022998
Apse05G016710.1	GWHTBECT022999
Apse05G016720.1	GWHTBECT023000
Apse05G016730.1	GWHTBECT023001
Apse05G016740.1	GWHTBECT023002
Apse05G016750.1	GWHTBECT023003
Apse05G016750.2	GWHTBECT023004
Apse05G016760.1	GWHTBECT023005
Apse05G016760.2	GWHTBECT023006
Apse05G016770.1	GWHTBECT023007
Apse05G016780.1	GWHTBECT023008
Apse05G016790.1	GWHTBECT023009
Apse05G016800.1	GWHTBECT023010
Apse05G016810.1	GWHTBECT023011
Apse05G016820.1	GWHTBECT023012
Apse05G016830.1	GWHTBECT023013
Apse05G016840.1	GWHTBECT023014
Apse05G016850.1	GWHTBECT023015
Apse05G016860.1	GWHTBECT023016
Apse05G016860.2	GWHTBECT023017
Apse05G016870.1	GWHTBECT023018
Apse05G016880.1	GWHTBECT023019
Apse05G016890.1	GWHTBECT023020
Apse05G016900.1	GWHTBECT023021
Apse05G016910.1	GWHTBECT023022
Apse05G016920.1	GWHTBECT023023
Apse05G016930.1	GWHTBECT023024
Apse05G016940.1	GWHTBECT023025
Apse05G016950.1	GWHTBECT023026
Apse05G016960.1	GWHTBECT023027
Apse05G016970.1	GWHTBECT023028
Apse05G016970.2	GWHTBECT023029
Apse05G016970.3	GWHTBECT023030
Apse05G016980.1	GWHTBECT023031
Apse05G016990.1	GWHTBECT023032
Apse05G017000.1	GWHTBECT023033
Apse05G017010.1	GWHTBECT023034
Apse05G017020.1	GWHTBECT023035
Apse05G017020.2	GWHTBECT023036
Apse05G017030.1	GWHTBECT023037
Apse05G017030.2	GWHTBECT023038
Apse05G017040.1	GWHTBECT023039
Apse05G017050.1	GWHTBECT023040
Apse05G017060.1	GWHTBECT023041
Apse05G017070.1	GWHTBECT023042
Apse05G017080.1	GWHTBECT023043
Apse05G017090.1	GWHTBECT023044
Apse05G017100.1	GWHTBECT023045
Apse05G017110.1	GWHTBECT023046
Apse05G017120.1	GWHTBECT023047
Apse05G017130.1	GWHTBECT023048
Apse05G017140.1	GWHTBECT023049
Apse05G017150.1	GWHTBECT023050
Apse05G017150.2	GWHTBECT023051
Apse05G017150.3	GWHTBECT023052
Apse05G017150.4	GWHTBECT023053
Apse05G017160.1	GWHTBECT023054
Apse05G017170.1	GWHTBECT023055
Apse05G017180.1	GWHTBECT023056
Apse05G017190.1	GWHTBECT023057
Apse05G017200.1	GWHTBECT023058
Apse05G017210.1	GWHTBECT023059
Apse05G017220.1	GWHTBECT023060
Apse05G017230.1	GWHTBECT023061
Apse05G017240.1	GWHTBECT023062
Apse05G017250.1	GWHTBECT023063
Apse05G017260.1	GWHTBECT023064
Apse05G017270.1	GWHTBECT023065
Apse05G017280.1	GWHTBECT023066
Apse05G017290.1	GWHTBECT023067
Apse05G017300.1	GWHTBECT023068
Apse05G017310.1	GWHTBECT023069
Apse05G017320.1	GWHTBECT023070
Apse05G017330.1	GWHTBECT023071
Apse05G017340.1	GWHTBECT023072
Apse05G017350.1	GWHTBECT023073
Apse05G017360.1	GWHTBECT023074
Apse05G017370.1	GWHTBECT023075
Apse05G017380.1	GWHTBECT023076
Apse05G017390.1	GWHTBECT023077
Apse05G017400.1	GWHTBECT023078
Apse05G017410.1	GWHTBECT023079
Apse05G017410.2	GWHTBECT023080
Apse05G017420.1	GWHTBECT023081
Apse05G017430.1	GWHTBECT023082
Apse05G017430.2	GWHTBECT023083
Apse05G017440.1	GWHTBECT023084
Apse05G017450.1	GWHTBECT023085
Apse05G017460.1	GWHTBECT023086
Apse05G017470.1	GWHTBECT023087
Apse05G017480.1	GWHTBECT023088
Apse05G017490.1	GWHTBECT023089
Apse05G017500.1	GWHTBECT023090
Apse05G017510.1	GWHTBECT023091
Apse05G017520.1	GWHTBECT023092
Apse05G017530.1	GWHTBECT023093
Apse05G017540.1	GWHTBECT023094
Apse05G017550.1	GWHTBECT023095
Apse05G017560.1	GWHTBECT023096
Apse05G017570.1	GWHTBECT023097
Apse05G017580.1	GWHTBECT023098
Apse05G017590.1	GWHTBECT023099
Apse05G017600.1	GWHTBECT023100
Apse05G017610.1	GWHTBECT023101
Apse05G017620.1	GWHTBECT023102
Apse05G017630.1	GWHTBECT023103
Apse05G017640.1	GWHTBECT023104
Apse05G017650.1	GWHTBECT023105
Apse05G017660.1	GWHTBECT023106
Apse05G017670.1	GWHTBECT023107
Apse05G017680.1	GWHTBECT023108
Apse05G017690.1	GWHTBECT023109
Apse05G017700.1	GWHTBECT023110
Apse05G017710.1	GWHTBECT023111
Apse05G017720.1	GWHTBECT023112
Apse05G017720.2	GWHTBECT023113
Apse05G017730.1	GWHTBECT023114
Apse05G017740.1	GWHTBECT023115
Apse05G017750.1	GWHTBECT023116
Apse05G017760.1	GWHTBECT023117
Apse05G017770.1	GWHTBECT023118
Apse05G017780.1	GWHTBECT023119
Apse05G017790.1	GWHTBECT023120
Apse05G017800.1	GWHTBECT023121
Apse05G017810.1	GWHTBECT023122
Apse05G017820.1	GWHTBECT023123
Apse05G017830.1	GWHTBECT023124
Apse05G017840.1	GWHTBECT023125
Apse05G017850.1	GWHTBECT023126
Apse05G017860.1	GWHTBECT023127
Apse05G017870.1	GWHTBECT023128
Apse05G017880.1	GWHTBECT023129
Apse05G017880.2	GWHTBECT023130
Apse05G017890.1	GWHTBECT023131
Apse05G017900.1	GWHTBECT023132
Apse05G017910.1	GWHTBECT023133
Apse05G017920.1	GWHTBECT023134
Apse05G017930.1	GWHTBECT023135
Apse05G017940.1	GWHTBECT023136
Apse05G017950.1	GWHTBECT023137
Apse05G017960.1	GWHTBECT023138
Apse05G017960.2	GWHTBECT023139
Apse05G017970.1	GWHTBECT023140
Apse05G017980.1	GWHTBECT023141
Apse05G017990.1	GWHTBECT023142
Apse05G018000.1	GWHTBECT023143
Apse05G018000.2	GWHTBECT023144
Apse05G018010.1	GWHTBECT023145
Apse05G018020.1	GWHTBECT023146
Apse05G018030.1	GWHTBECT023147
Apse05G018040.1	GWHTBECT023148
Apse05G018050.1	GWHTBECT023149
Apse05G018060.1	GWHTBECT023150
Apse05G018070.1	GWHTBECT023151
Apse05G018080.1	GWHTBECT023152
Apse05G018090.1	GWHTBECT023153
Apse05G018090.2	GWHTBECT023154
Apse05G018100.1	GWHTBECT023155
Apse05G018100.2	GWHTBECT023156
Apse05G018110.1	GWHTBECT023157
Apse05G018110.2	GWHTBECT023158
Apse05G018120.1	GWHTBECT023159
Apse05G018130.1	GWHTBECT023160
Apse05G018140.1	GWHTBECT023161
Apse05G018150.1	GWHTBECT023162
Apse05G018160.1	GWHTBECT023163
Apse05G018170.1	GWHTBECT023164
Apse05G018170.2	GWHTBECT023165
Apse05G018180.1	GWHTBECT023166
Apse05G018190.1	GWHTBECT023167
Apse05G018200.1	GWHTBECT023168
Apse05G018210.1	GWHTBECT023169
Apse05G018220.1	GWHTBECT023170
Apse05G018230.1	GWHTBECT023171
Apse05G018240.1	GWHTBECT023172
Apse05G018250.1	GWHTBECT023173
Apse05G018260.1	GWHTBECT023174
Apse05G018270.1	GWHTBECT023175
Apse05G018280.1	GWHTBECT023176
Apse05G018290.1	GWHTBECT023177
Apse05G018300.1	GWHTBECT023178
Apse05G018310.1	GWHTBECT023179
Apse05G018320.1	GWHTBECT023180
Apse05G018330.1	GWHTBECT023181
Apse05G018340.1	GWHTBECT023182
Apse05G018350.1	GWHTBECT023183
Apse05G018360.1	GWHTBECT023184
Apse05G018370.1	GWHTBECT023185
Apse05G018380.1	GWHTBECT023186
Apse05G018390.1	GWHTBECT023187
Apse05G018400.1	GWHTBECT023188
Apse05G018410.1	GWHTBECT023189
Apse05G018420.1	GWHTBECT023190
Apse05G018430.1	GWHTBECT023191
Apse05G018440.1	GWHTBECT023192
Apse05G018450.1	GWHTBECT023193
Apse05G018460.1	GWHTBECT023194
Apse05G018470.1	GWHTBECT023195
Apse05G018480.1	GWHTBECT023196
Apse05G018490.1	GWHTBECT023197
Apse05G018500.1	GWHTBECT023198
Apse05G018510.1	GWHTBECT023199
Apse05G018520.1	GWHTBECT023200
Apse05G018520.2	GWHTBECT023201
Apse05G018530.1	GWHTBECT023202
Apse05G018540.1	GWHTBECT023203
Apse05G018550.1	GWHTBECT023204
Apse05G018560.1	GWHTBECT023205
Apse05G018570.1	GWHTBECT023206
Apse05G018580.1	GWHTBECT023207
Apse05G018590.1	GWHTBECT023208
Apse05G018600.1	GWHTBECT023209
Apse05G018610.1	GWHTBECT023210
Apse05G018610.2	GWHTBECT023211
Apse05G018620.1	GWHTBECT023212
Apse05G018630.1	GWHTBECT023213
Apse05G018640.1	GWHTBECT023214
Apse05G018650.1	GWHTBECT023215
Apse05G018650.2	GWHTBECT023216
Apse05G018660.1	GWHTBECT023217
Apse05G018670.1	GWHTBECT023218
Apse05G018680.1	GWHTBECT023219
Apse05G018690.1	GWHTBECT023220
Apse05G018700.1	GWHTBECT023221
Apse05G018710.1	GWHTBECT023222
Apse05G018710.2	GWHTBECT023223
Apse05G018720.1	GWHTBECT023224
Apse05G018730.1	GWHTBECT023225
Apse05G018740.1	GWHTBECT023226
Apse05G018750.1	GWHTBECT023227
Apse05G018760.1	GWHTBECT023228
Apse05G018770.1	GWHTBECT023229
Apse05G018780.1	GWHTBECT023230
Apse05G018780.2	GWHTBECT023231
Apse05G018790.1	GWHTBECT023232
Apse05G018790.2	GWHTBECT023233
Apse05G018790.3	GWHTBECT023234
Apse05G018800.1	GWHTBECT023235
Apse05G018800.2	GWHTBECT023236
Apse05G018800.3	GWHTBECT023237
Apse05G018810.1	GWHTBECT023238
Apse05G018820.1	GWHTBECT023239
Apse05G018820.2	GWHTBECT023240
Apse06G000010.1	GWHTBECT023241
Apse06G000020.1	GWHTBECT023242
Apse06G000030.1	GWHTBECT023243
Apse06G000040.1	GWHTBECT023244
Apse06G000050.1	GWHTBECT023245
Apse06G000060.1	GWHTBECT023246
Apse06G000070.1	GWHTBECT023247
Apse06G000070.2	GWHTBECT023248
Apse06G000080.1	GWHTBECT023249
Apse06G000090.1	GWHTBECT023250
Apse06G000100.1	GWHTBECT023251
Apse06G000110.1	GWHTBECT023252
Apse06G000120.1	GWHTBECT023253
Apse06G000130.1	GWHTBECT023254
Apse06G000140.1	GWHTBECT023255
Apse06G000150.1	GWHTBECT023256
Apse06G000160.1	GWHTBECT023257
Apse06G000170.1	GWHTBECT023258
Apse06G000180.1	GWHTBECT023259
Apse06G000190.1	GWHTBECT023260
Apse06G000200.1	GWHTBECT023261
Apse06G000210.1	GWHTBECT023262
Apse06G000220.1	GWHTBECT023263
Apse06G000230.1	GWHTBECT023264
Apse06G000240.1	GWHTBECT023265
Apse06G000250.1	GWHTBECT023266
Apse06G000260.1	GWHTBECT023267
Apse06G000270.1	GWHTBECT023268
Apse06G000280.1	GWHTBECT023269
Apse06G000290.1	GWHTBECT023270
Apse06G000300.1	GWHTBECT023271
Apse06G000310.1	GWHTBECT023272
Apse06G000320.1	GWHTBECT023273
Apse06G000330.1	GWHTBECT023274
Apse06G000340.1	GWHTBECT023275
Apse06G000350.1	GWHTBECT023276
Apse06G000360.1	GWHTBECT023277
Apse06G000360.2	GWHTBECT023278
Apse06G000370.1	GWHTBECT023279
Apse06G000380.1	GWHTBECT023280
Apse06G000380.2	GWHTBECT023281
Apse06G000390.1	GWHTBECT023282
Apse06G000400.1	GWHTBECT023283
Apse06G000410.1	GWHTBECT023284
Apse06G000420.1	GWHTBECT023285
Apse06G000430.1	GWHTBECT023286
Apse06G000440.1	GWHTBECT023287
Apse06G000450.1	GWHTBECT023288
Apse06G000460.1	GWHTBECT023289
Apse06G000470.1	GWHTBECT023290
Apse06G000480.1	GWHTBECT023291
Apse06G000490.1	GWHTBECT023292
Apse06G000500.1	GWHTBECT023293
Apse06G000510.1	GWHTBECT023294
Apse06G000520.1	GWHTBECT023295
Apse06G000530.1	GWHTBECT023296
Apse06G000540.1	GWHTBECT023297
Apse06G000550.1	GWHTBECT023298
Apse06G000560.1	GWHTBECT023299
Apse06G000570.1	GWHTBECT023300
Apse06G000580.1	GWHTBECT023301
Apse06G000590.1	GWHTBECT023302
Apse06G000600.1	GWHTBECT023303
Apse06G000610.1	GWHTBECT023304
Apse06G000620.1	GWHTBECT023305
Apse06G000630.1	GWHTBECT023306
Apse06G000640.1	GWHTBECT023307
Apse06G000650.1	GWHTBECT023308
Apse06G000660.1	GWHTBECT023309
Apse06G000670.1	GWHTBECT023310
Apse06G000680.1	GWHTBECT023311
Apse06G000690.1	GWHTBECT023312
Apse06G000700.1	GWHTBECT023313
Apse06G000710.1	GWHTBECT023314
Apse06G000720.1	GWHTBECT023315
Apse06G000730.1	GWHTBECT023316
Apse06G000740.1	GWHTBECT023317
Apse06G000750.1	GWHTBECT023318
Apse06G000760.1	GWHTBECT023319
Apse06G000770.1	GWHTBECT023320
Apse06G000780.1	GWHTBECT023321
Apse06G000790.1	GWHTBECT023322
Apse06G000800.1	GWHTBECT023323
Apse06G000810.1	GWHTBECT023324
Apse06G000820.1	GWHTBECT023325
Apse06G000830.1	GWHTBECT023326
Apse06G000840.1	GWHTBECT023327
Apse06G000850.1	GWHTBECT023328
Apse06G000860.1	GWHTBECT023329
Apse06G000870.1	GWHTBECT023330
Apse06G000880.1	GWHTBECT023331
Apse06G000890.1	GWHTBECT023332
Apse06G000900.1	GWHTBECT023333
Apse06G000910.1	GWHTBECT023334
Apse06G000920.1	GWHTBECT023335
Apse06G000930.1	GWHTBECT023336
Apse06G000940.1	GWHTBECT023337
Apse06G000940.2	GWHTBECT023338
Apse06G000940.3	GWHTBECT023339
Apse06G000950.1	GWHTBECT023340
Apse06G000960.1	GWHTBECT023341
Apse06G000970.1	GWHTBECT023342
Apse06G000980.1	GWHTBECT023343
Apse06G000990.1	GWHTBECT023344
Apse06G001000.1	GWHTBECT023345
Apse06G001010.1	GWHTBECT023346
Apse06G001020.1	GWHTBECT023347
Apse06G001030.1	GWHTBECT023348
Apse06G001040.1	GWHTBECT023349
Apse06G001050.1	GWHTBECT023350
Apse06G001060.1	GWHTBECT023351
Apse06G001070.1	GWHTBECT023352
Apse06G001080.1	GWHTBECT023353
Apse06G001090.1	GWHTBECT023354
Apse06G001100.1	GWHTBECT023355
Apse06G001110.1	GWHTBECT023356
Apse06G001120.1	GWHTBECT023357
Apse06G001130.1	GWHTBECT023358
Apse06G001140.1	GWHTBECT023359
Apse06G001150.1	GWHTBECT023360
Apse06G001160.1	GWHTBECT023361
Apse06G001170.1	GWHTBECT023362
Apse06G001180.1	GWHTBECT023363
Apse06G001190.1	GWHTBECT023364
Apse06G001200.1	GWHTBECT023365
Apse06G001210.1	GWHTBECT023366
Apse06G001220.1	GWHTBECT023367
Apse06G001230.1	GWHTBECT023368
Apse06G001240.1	GWHTBECT023369
Apse06G001250.1	GWHTBECT023370
Apse06G001260.1	GWHTBECT023371
Apse06G001270.1	GWHTBECT023372
Apse06G001280.1	GWHTBECT023373
Apse06G001290.1	GWHTBECT023374
Apse06G001300.1	GWHTBECT023375
Apse06G001310.1	GWHTBECT023376
Apse06G001320.1	GWHTBECT023377
Apse06G001330.1	GWHTBECT023378
Apse06G001340.1	GWHTBECT023379
Apse06G001350.1	GWHTBECT023380
Apse06G001360.1	GWHTBECT023381
Apse06G001370.1	GWHTBECT023382
Apse06G001380.1	GWHTBECT023383
Apse06G001390.1	GWHTBECT023384
Apse06G001400.1	GWHTBECT023385
Apse06G001410.1	GWHTBECT023386
Apse06G001420.1	GWHTBECT023387
Apse06G001430.1	GWHTBECT023388
Apse06G001440.1	GWHTBECT023389
Apse06G001450.1	GWHTBECT023390
Apse06G001460.1	GWHTBECT023391
Apse06G001470.1	GWHTBECT023392
Apse06G001480.1	GWHTBECT023393
Apse06G001490.1	GWHTBECT023394
Apse06G001500.1	GWHTBECT023395
Apse06G001500.2	GWHTBECT023396
Apse06G001510.1	GWHTBECT023397
Apse06G001520.1	GWHTBECT023398
Apse06G001530.1	GWHTBECT023399
Apse06G001540.1	GWHTBECT023400
Apse06G001550.1	GWHTBECT023401
Apse06G001560.1	GWHTBECT023402
Apse06G001560.2	GWHTBECT023403
Apse06G001570.1	GWHTBECT023404
Apse06G001580.1	GWHTBECT023405
Apse06G001590.1	GWHTBECT023406
Apse06G001600.1	GWHTBECT023407
Apse06G001610.1	GWHTBECT023408
Apse06G001620.1	GWHTBECT023409
Apse06G001630.1	GWHTBECT023410
Apse06G001640.1	GWHTBECT023411
Apse06G001650.1	GWHTBECT023412
Apse06G001660.1	GWHTBECT023413
Apse06G001670.1	GWHTBECT023414
Apse06G001680.1	GWHTBECT023415
Apse06G001690.1	GWHTBECT023416
Apse06G001700.1	GWHTBECT023417
Apse06G001710.1	GWHTBECT023418
Apse06G001720.1	GWHTBECT023419
Apse06G001730.1	GWHTBECT023420
Apse06G001740.1	GWHTBECT023421
Apse06G001750.1	GWHTBECT023422
Apse06G001760.1	GWHTBECT023423
Apse06G001770.1	GWHTBECT023424
Apse06G001780.1	GWHTBECT023425
Apse06G001790.1	GWHTBECT023426
Apse06G001800.1	GWHTBECT023427
Apse06G001810.1	GWHTBECT023428
Apse06G001810.2	GWHTBECT023429
Apse06G001810.3	GWHTBECT023430
Apse06G001820.1	GWHTBECT023431
Apse06G001820.2	GWHTBECT023432
Apse06G001830.1	GWHTBECT023433
Apse06G001840.1	GWHTBECT023434
Apse06G001850.1	GWHTBECT023435
Apse06G001860.1	GWHTBECT023436
Apse06G001870.1	GWHTBECT023437
Apse06G001880.1	GWHTBECT023438
Apse06G001890.1	GWHTBECT023439
Apse06G001900.1	GWHTBECT023440
Apse06G001900.2	GWHTBECT023441
Apse06G001910.1	GWHTBECT023442
Apse06G001920.1	GWHTBECT023443
Apse06G001930.1	GWHTBECT023444
Apse06G001940.1	GWHTBECT023445
Apse06G001950.1	GWHTBECT023446
Apse06G001960.1	GWHTBECT023447
Apse06G001970.1	GWHTBECT023448
Apse06G001970.2	GWHTBECT023449
Apse06G001980.1	GWHTBECT023450
Apse06G001990.1	GWHTBECT023451
Apse06G002000.1	GWHTBECT023452
Apse06G002010.1	GWHTBECT023453
Apse06G002020.1	GWHTBECT023454
Apse06G002030.1	GWHTBECT023455
Apse06G002040.1	GWHTBECT023456
Apse06G002050.1	GWHTBECT023457
Apse06G002060.1	GWHTBECT023458
Apse06G002070.1	GWHTBECT023459
Apse06G002080.1	GWHTBECT023460
Apse06G002090.1	GWHTBECT023461
Apse06G002100.1	GWHTBECT023462
Apse06G002110.1	GWHTBECT023463
Apse06G002120.1	GWHTBECT023464
Apse06G002130.1	GWHTBECT023465
Apse06G002140.1	GWHTBECT023466
Apse06G002150.1	GWHTBECT023467
Apse06G002160.1	GWHTBECT023468
Apse06G002170.1	GWHTBECT023469
Apse06G002180.1	GWHTBECT023470
Apse06G002190.1	GWHTBECT023471
Apse06G002200.1	GWHTBECT023472
Apse06G002210.1	GWHTBECT023473
Apse06G002220.1	GWHTBECT023474
Apse06G002230.1	GWHTBECT023475
Apse06G002240.1	GWHTBECT023476
Apse06G002250.1	GWHTBECT023477
Apse06G002260.1	GWHTBECT023478
Apse06G002270.1	GWHTBECT023479
Apse06G002280.1	GWHTBECT023480
Apse06G002290.1	GWHTBECT023481
Apse06G002300.1	GWHTBECT023482
Apse06G002300.2	GWHTBECT023483
Apse06G002300.3	GWHTBECT023484
Apse06G002310.1	GWHTBECT023485
Apse06G002320.1	GWHTBECT023486
Apse06G002330.1	GWHTBECT023487
Apse06G002340.1	GWHTBECT023488
Apse06G002350.1	GWHTBECT023489
Apse06G002360.1	GWHTBECT023490
Apse06G002370.1	GWHTBECT023491
Apse06G002380.1	GWHTBECT023492
Apse06G002390.1	GWHTBECT023493
Apse06G002400.1	GWHTBECT023494
Apse06G002410.1	GWHTBECT023495
Apse06G002420.1	GWHTBECT023496
Apse06G002430.1	GWHTBECT023497
Apse06G002440.1	GWHTBECT023498
Apse06G002450.1	GWHTBECT023499
Apse06G002460.1	GWHTBECT023500
Apse06G002470.1	GWHTBECT023501
Apse06G002480.1	GWHTBECT023502
Apse06G002490.1	GWHTBECT023503
Apse06G002500.1	GWHTBECT023504
Apse06G002510.1	GWHTBECT023505
Apse06G002520.1	GWHTBECT023506
Apse06G002530.1	GWHTBECT023507
Apse06G002540.1	GWHTBECT023508
Apse06G002550.1	GWHTBECT023509
Apse06G002560.1	GWHTBECT023510
Apse06G002570.1	GWHTBECT023511
Apse06G002580.1	GWHTBECT023512
Apse06G002580.2	GWHTBECT023513
Apse06G002590.1	GWHTBECT023514
Apse06G002600.1	GWHTBECT023515
Apse06G002610.1	GWHTBECT023516
Apse06G002620.1	GWHTBECT023517
Apse06G002630.1	GWHTBECT023518
Apse06G002640.1	GWHTBECT023519
Apse06G002650.1	GWHTBECT023520
Apse06G002660.1	GWHTBECT023521
Apse06G002670.1	GWHTBECT023522
Apse06G002680.1	GWHTBECT023523
Apse06G002690.1	GWHTBECT023524
Apse06G002700.1	GWHTBECT023525
Apse06G002710.1	GWHTBECT023526
Apse06G002720.1	GWHTBECT023527
Apse06G002730.1	GWHTBECT023528
Apse06G002740.1	GWHTBECT023529
Apse06G002750.1	GWHTBECT023530
Apse06G002760.1	GWHTBECT023531
Apse06G002770.1	GWHTBECT023532
Apse06G002780.1	GWHTBECT023533
Apse06G002790.1	GWHTBECT023534
Apse06G002800.1	GWHTBECT023535
Apse06G002810.1	GWHTBECT023536
Apse06G002820.1	GWHTBECT023537
Apse06G002830.1	GWHTBECT023538
Apse06G002840.1	GWHTBECT023539
Apse06G002850.1	GWHTBECT023540
Apse06G002860.1	GWHTBECT023541
Apse06G002870.1	GWHTBECT023542
Apse06G002880.1	GWHTBECT023543
Apse06G002890.1	GWHTBECT023544
Apse06G002900.1	GWHTBECT023545
Apse06G002910.1	GWHTBECT023546
Apse06G002920.1	GWHTBECT023547
Apse06G002930.1	GWHTBECT023548
Apse06G002940.1	GWHTBECT023549
Apse06G002950.1	GWHTBECT023550
Apse06G002960.1	GWHTBECT023551
Apse06G002970.1	GWHTBECT023552
Apse06G002980.1	GWHTBECT023553
Apse06G002980.2	GWHTBECT023554
Apse06G002990.1	GWHTBECT023555
Apse06G003000.1	GWHTBECT023556
Apse06G003010.1	GWHTBECT023557
Apse06G003020.1	GWHTBECT023558
Apse06G003030.1	GWHTBECT023559
Apse06G003040.1	GWHTBECT023560
Apse06G003050.1	GWHTBECT023561
Apse06G003050.2	GWHTBECT023562
Apse06G003060.1	GWHTBECT023563
Apse06G003070.1	GWHTBECT023564
Apse06G003080.1	GWHTBECT023565
Apse06G003090.1	GWHTBECT023566
Apse06G003100.1	GWHTBECT023567
Apse06G003110.1	GWHTBECT023568
Apse06G003110.2	GWHTBECT023569
Apse06G003120.1	GWHTBECT023570
Apse06G003130.1	GWHTBECT023571
Apse06G003140.1	GWHTBECT023572
Apse06G003150.1	GWHTBECT023573
Apse06G003160.1	GWHTBECT023574
Apse06G003170.1	GWHTBECT023575
Apse06G003180.1	GWHTBECT023576
Apse06G003190.1	GWHTBECT023577
Apse06G003200.1	GWHTBECT023578
Apse06G003210.1	GWHTBECT023579
Apse06G003220.1	GWHTBECT023580
Apse06G003230.1	GWHTBECT023581
Apse06G003240.1	GWHTBECT023582
Apse06G003250.1	GWHTBECT023583
Apse06G003260.1	GWHTBECT023584
Apse06G003270.1	GWHTBECT023585
Apse06G003270.2	GWHTBECT023586
Apse06G003280.1	GWHTBECT023587
Apse06G003290.1	GWHTBECT023588
Apse06G003300.1	GWHTBECT023589
Apse06G003310.1	GWHTBECT023590
Apse06G003320.1	GWHTBECT023591
Apse06G003330.1	GWHTBECT023592
Apse06G003340.1	GWHTBECT023593
Apse06G003350.1	GWHTBECT023594
