Atru01G000010	Atru.chr1.1
Atru12G011300	Atru.chr12.1385
Atru12G011310	Atru.chr12.1386
Atru12G011320	Atru.chr12.1387
Atru12G011330	Atru.chr12.1388
Atru12G011340	Atru.chr12.1389
Atru12G011350	Atru.chr12.1390
Atru12G011360	Atru.chr12.1391
Atru12G011370	Atru.chr12.1394
Atru12G011380	Atru.chr12.1395
Atru12G011390	Atru.chr12.1396
Atru12G011400	Atru.chr12.1397
Atru12G011410	Atru.chr12.1398
Atru12G011420	Atru.chr12.1399.3
Atru12G011430	Atru.chr12.1400
Atru12G011440	Atru.chr12.1401
Atru12G011450	Atru.chr12.1402
Atru12G011460	Atru.chr12.1403
Atru12G011470	Atru.chr12.1404
Atru12G011480	Atru.chr12.1405
Atru12G011490	Atru.chr12.1406
Atru12G011500	Atru.chr12.1407
Atru12G011510	Atru.chr12.1408
Atru12G011520	Atru.chr12.1410
Atru12G011530	Atru.chr12.1411
Atru12G011540	Atru.chr12.1412
Atru12G011550	Atru.chr12.1413
Atru12G011560	Atru.chr12.1416
Atru12G011570	Atru.chr12.1419
Atru12G011580	Atru.chr12.1422
Atru12G011590	Atru.chr12.1423
Atru12G011600	Atru.chr12.1424
Atru12G011610	Atru.chr12.1425
Atru12G011620	Atru.chr12.1427
Atru12G011630	Atru.chr12.1428
Atru12G011640	Atru.chr12.1429
Atru12G011650	Atru.chr12.1430
Atru12G011660	Atru.chr12.1431
Atru12G011670	Atru.chr12.1432
Atru12G011680	Atru.chr12.1434
Atru12G011690	Atru.chr12.1435
Atru12G011700	Atru.chr12.1436
Atru12G011710	Atru.chr12.1437
Atru12G011720	Atru.chr12.1438
Atru12G011730	Atru.chr12.1439
Atru12G011740	Atru.chr12.1441
Atru12G011750	Atru.chr12.1442
Atru12G011760	Atru.chr12.1443
Atru12G011770	Atru.chr12.1445
Atru12G011780	Atru.chr12.1446
Atru12G011790	Atru.chr12.1447
Atru12G011800	Atru.chr12.1449
Atru12G011810	Atru.chr12.1450
Atru12G011820	Atru.chr12.1451
Atru12G011830	Atru.chr12.1452
Atru12G011840	Atru.chr12.1453
Atru12G011850	Atru.chr12.1454
Atru12G011860	Atru.chr12.1455
Atru12G011870	Atru.chr12.1458
Atru12G011880	Atru.chr12.1459
Atru12G011890	Atru.chr12.1461
Atru12G011900	Atru.chr12.1464
Atru12G011910	Atru.chr12.1465
Atru12G011920	Atru.chr12.1466
Atru12G011930	Atru.chr12.1469
Atru12G011940	Atru.chr12.1470
Atru12G011950	Atru.chr12.1473
Atru12G011960	Atru.chr12.1475
Atru12G011970	Atru.chr12.1476
Atru12G011980	Atru.chr12.1477
Atru12G011990	Atru.chr12.1478
Atru12G012000	Atru.chr12.1480
Atru12G012010	Atru.chr12.1481.1
Atru12G012020	Atru.chr12.1482
Atru12G012030	Atru.chr12.1483
Atru12G012040	Atru.chr12.1484
Atru12G012050	Atru.chr12.1485
Atru12G012060	Atru.chr12.1486
Atru12G012070	Atru.chr12.1487
Atru12G012080	Atru.chr12.1488
Atru12G012090	Atru.chr12.1489
Atru12G012100	Atru.chr12.1490
Atru12G012110	Atru.chr12.1491
Atru12G012120	Atru.chr12.1492
Atru12G012130	Atru.chr12.1493
Atru12G012140	Atru.chr12.1494
Atru12G012150	Atru.chr12.1495
Atru12G012160	Atru.chr12.1497
Atru12G012170	Atru.chr12.1496
Atru12G012180	Atru.chr12.1498
Atru12G012190	Atru.chr12.1499
Atru12G012200	Atru.chr12.1501
Atru12G012210	Atru.chr12.1502
Atru12G012220	Atru.chr12.1503
Atru12G012230	Atru.chr12.1504
Atru12G012240	Atru.chr12.1505
Atru12G012250	Atru.chr12.1506
Atru12G012260	Atru.chr12.1507
Atru12G012270	Atru.chr12.1508
Atru12G012280	Atru.chr12.1509
Atru12G012290	Atru.chr12.1510
Atru12G012300	Atru.chr12.1512
Atru12G012310	Atru.chr12.1513
Atru12G012320	Atru.chr12.1514.1
Atru12G012330	Atru.chr12.1515
Atru12G012340	Atru.chr12.1516
Atru12G012350	Atru.chr12.1519
Atru12G012360	Atru.chr12.1520
Atru12G012370	Atru.chr12.1521
Atru12G012380	Atru.chr12.1522
Atru12G012390	Atru.chr12.1523
Atru12G012400	Atru.chr12.1528
Atru12G012410	Atru.chr12.1534
Atru12G012420	Atru.chr12.1536
Atru12G012430	Atru.chr12.1538
Atru12G012440	Atru.chr12.1539
Atru12G012450	Atru.chr12.1540
Atru12G012460	Atru.chr12.1542
Atru12G012470	Atru.chr12.1543
Atru12G012480	Atru.chr12.1544
Atru12G012490	Atru.chr12.1545
Atru12G012500	Atru.chr12.1547
Atru12G012510	Atru.chr12.1549
Atru12G012520	Atru.chr12.1550
Atru12G012530	Atru.chr12.1551
Atru12G012540	Atru.chr12.1553
Atru12G012550	Atru.chr12.1554
Atru12G012560	Atru.chr12.1555
Atru12G012570	Atru.chr12.1556
Atru12G012580	Atru.chr12.1559
Atru12G012590	Atru.chr12.1563
Atru12G012600	Atru.chr12.1564
Atru12G012610	Atru.chr12.1565
Atru12G012620	Atru.chr12.1566
Atru12G012630	Atru.chr12.1567
Atru12G012640	Atru.chr12.1568
Atru12G012650	Atru.chr12.1569
Atru12G012660	Atru.chr12.1570
Atru12G012670	Atru.chr12.1574
Atru12G012680	Atru.chr12.1575
Atru12G012690	Atru.chr12.1576
Atru12G012700	Atru.chr12.1579
Atru12G012710	Atru.chr12.1582
Atru12G012720	Atru.chr12.1584
Atru12G012730	Atru.BG.265.p
Atru12G012740	Atru.chr12.1589
Atru12G012750	Atru.chr12.1590
Atru12G012760	Atru.chr12.1591
Atru12G012770	Atru.chr12.1595
Atru12G012780	Atru.chr12.1598
Atru12G012790	Atru.chr12.1599
Atru12G012800	Atru.chr12.1600
Atru12G012810	Atru.chr12.1601
Atru12G012820	Atru.chr12.1602.3
Atru12G012830	Atru.chr12.1603
Atru12G012840	Atru.chr12.1605
Atru12G012850	Atru.chr12.1608
Atru12G012860	Atru.chr12.1614
Atru12G012870	Atru.chr12.1619_Atru.chr12.1620
Atru12G012880	Atru.chr12.1622
Atru12G012890	Atru.chr12.1623
Atru12G012900	Atru.chr12.1624
Atru12G012910	Atru.chr12.1625
Atru12G012920	Atru.chr12.1628
Atru12G012930	Atru.chr12.1629
Atru12G012940	Atru.chr12.1634
Atru12G012950	Atru.chr12.1642_Atru.chr12.1636
Atru12G012960	Atru.chr12.1638
Atru12G012970	Atru.chr12.1640
Atru12G012980	Atru.chr12.1641
Atru12G012990	Atru.chr12.1644
Atru12G013000	Atru.chr12.1645
Atru12G013010	Atru.chr12.1646
Atru12G013020	Atru.chr12.1647
Atru12G013030	Atru.chr12.1648
Atru12G013040	Atru.chr12.1649
Atru12G013050	Atru.chr12.1650
Atru12G013060	Atru.chr12.1651
Atru12G013070	Atru.chr12.1652
Atru12G013080	Atru.chr12.1653
Atru12G013090	Atru.chr12.1654
Atru12G013100	Atru.chr12.1655
Atru12G013110	Atru.chr12.1656
Atru12G013120	Atru.chr12.1657
Atru12G013130	Atru.chr12.1658
Atru12G013140	Atru.chr12.1659
Atru12G013150	Atru.chr12.1660
Atru12G013160	Atru.chr12.1661
Atru12G013170	Atru.chr12.1662
Atru12G013180	Atru.chr12.1663
Atru12G013190	Atru.chr12.1664
Atru12G013200	Atru.chr12.1667
Atru12G013210	Atru.chr12.1669
Atru12G013220	Atru.chr12.1670
Atru12G013230	Atru.chr12.1671
Atru12G013240	Atru.chr12.1672
Atru12G013250	Atru.chr12.1673
Atru12G013260	Atru.chr12.1674
Atru12G013270	Atru.chr12.1675
Atru12G013280	Atru.chr12.1676
Atru12G013290	Atru.chr12.1677
Atru12G013300	Atru.chr12.1678
Atru12G013310	Atru.chr12.1681
Atru12G013320	Atru.chr12.1682
Atru12G013330	Atru.chr12.1684
Atru12G013340	Atru.chr12.1685
Atru12G013350	Atru.chr12.1688.1
Atru12G013360	Atru.chr12.1692
Atru12G013370	Atru.chr12.1695
Atru12G013380	Atru.chr12.1696
Atru12G013390	Atru.chr12.1697
Atru12G013400	Atru.chr12.1701
Atru12G013410	Atru.chr12.1702
Atru12G013420	Atru.chr12.1703
Atru12G013430	Atru.chr12.1704
Atru12G013440	Atru.chr12.1705
Atru12G013450	Atru.chr12.1707
Atru12G013460	Atru.chr12.1708
Atru12G013470	Atru.chr12.1709
Atru12G013480	Atru.chr12.1711
Atru12G013490	Atru.chr12.1712
Atru12G013500	Atru.chr12.1713
Atru12G013510	Atru.chr12.1714
Atru12G013520	Atru.chr12.1715
Atru12G013530	Atru.chr12.1717
Atru12G013540	Atru.chr12.1718
Atru12G013550	Atru.chr12.1719
Atru12G013560	Atru.chr12.1720
Atru12G013570	Atru.chr12.1721
Atru12G013580	Atru.chr12.1722
Atru12G013590	Atru.chr12.1725
Atru12G013600	Atru.chr12.1727
Atru12G013610	Atru.chr12.1728
Atru12G013620	Atru.chr12.1729
Atru12G013630	Atru.chr12.1730
Atru12G013640	Atru.BG.254.p
Atru12G013650	Atru.chr12.1732
Atru12G013660	Atru.chr12.1733
Atru12G013670	Atru.chr12.1734
Atru12G013680	Atru.chr12.1736
Atru12G013690	Atru.chr12.1737
Atru12G013700	Atru.chr12.1738
Atru12G013710	Atru.chr12.1739
Atru12G013720	Atru.chr12.1740
Atru12G013730	Atru.chr12.1742
Atru12G013740	Atru.chr12.1744
Atru12G013750	Atru.chr12.1745
Atru12G013760	Atru.chr12.1746
Atru12G013770	Atru.chr12.1747.1
Atru12G013780	Atru.chr12.1748
Atru12G013790	Atru.chr12.1749
Atru12G013800	Atru.chr12.1750
Atru12G013810	Atru.chr12.1752
Atru12G013820	Atru.chr12.1754
Atru12G013830	Atru.chr12.1755
Atru12G013840	Atru.chr12.1756
Atru12G013850	Atru.chr12.1759
Atru12G013860	Atru.BG.274.p
Atru12G013870	Atru.chr12.1762
Atru12G013880	Atru.chr12.1763
Atru12G013890	Atru.chr12.1768
Atru12G013900	Atru.BG.270.p
Atru12G013910	Atru.chr12.1771.1
Atru12G013920	Atru.chr12.1772
Atru12G013930	Atru.chr12.1773
Atru12G013940	Atru.chr12.1776
Atru12G013950	Atru.chr12.1777
Atru12G013960	Atru.chr12.1779
Atru12G013970	Atru.chr12.1780
Atru12G013980	Atru.chr12.1781
Atru12G013990	Atru.chr12.1782
Atru12G014000	Atru.chr12.1783
Atru12G014010	Atru.chr12.1784
Atru12G014020	Atru.chr12.1785
Atru12G014030	Atru.chr12.1788
Atru12G014040	Atru.chr12.1789
Atru12G014050	Atru.chr12.1790
Atru12G014060	Atru.chr12.1791
Atru12G014070	Atru.chr12.1792
Atru12G014080	Atru.chr12.1793
Atru12G014090	Atru.chr12.1794
Atru12G014100	Atru.chr12.1796
Atru12G014110	Atru.chr12.1797
Atru12G014120	Atru.chr12.1801
Atru12G014130	Atru.chr12.1802
Atru12G014140	Atru.chr12.1803
Atru12G014150	Atru.chr12.1804
Atru12G014160	Atru.chr12.1812
Atru12G014170	Atru.chr12.1813
Atru12G014180	Atru.chr12.1814
Atru12G014190	Atru.chr12.1816
Atru12G014200	Atru.chr12.1818
Atru12G014210	Atru.chr12.1819
Atru12G014220	Atru.chr12.1821
Atru12G014230	Atru.chr12.1824
Atru12G014240	Atru.chr12.1825
Atru12G014250	Atru.chr12.1827
Atru12G014260	Atru.chr12.1828
Atru12G014270	Atru.chr12.1829
Atru12G014280	Atru.chr12.1830
Atru12G014290	Atru.chr12.1833
Atru12G014300	Atru.chr12.1832
Atru12G014310	Atru.chr12.1836
Atru12G014320	Atru.chr12.1837
Atru12G014330	Atru.chr12.1839
Atru12G014340	Atru.chr12.1841
Atru12G014350	Atru.chr12.1842
Atru12G014360	Atru.chr12.1843
Atru12G014370	Atru.chr12.1845
Atru12G014380	Atru.chr12.1846
Atru12G014390	Atru.chr12.1849
Atru12G014400	Atru.chr12.1850
Atru12G014410	Atru.chr12.1851
Atru12G014420	Atru.chr12.1853
Atru12G014430	Atru.chr12.1854
Atru12G014440	Atru.chr12.1856
Atru12G014450	Atru.chr12.1860
Atru12G014460	Atru.chr12.1861
Atru12G014470	Atru.chr12.1862
Atru12G014480	Atru.chr12.1863
Atru12G014490	Atru.chr12.1866
Atru12G014500	Atru.chr12.1867
Atru12G014510	Atru.chr12.1868
Atru12G014520	Atru.chr12.1869
Atru12G014530	Atru.chr12.1871
Atru12G014540	Atru.chr12.1872
Atru12G014550	Atru.chr12.1873
Atru12G014560	Atru.chr12.1874
Atru12G014570	Atru.chr12.1876
Atru12G014580	Atru.chr12.1877
Atru12G014590	Atru.chr12.1878
Atru12G014600	Atru.chr12.1879.3
Atru12G014610	Atru.chr12.1880
Atru12G014620	Atru.chr12.1881
Atru12G014630	Atru.chr12.1882
Atru12G014640	Atru.BG.252.p
Atru12G014650	Atru.chr12.1886
Atru12G014660	Atru.chr12.1891
Atru12G014670	Atru.chr12.1893
Atru12G014680	Atru.chr12.1895
Atru12G014690	Atru.chr12.1896
Atru12G014700	Atru.chr12.1901
Atru12G014710	Atru.chr12.1903
Atru12G014720	Atru.chr12.1904
Atru12G014730	Atru.chr12.1911
Atru12G014740	Atru.chr12.1912
Atru12G014750	Atru.chr12.1913
Atru12G014760	Atru.chr12.1914
Atru12G014770	Atru.chr12.1915
Atru12G014780	Atru.chr12.1918
Atru12G014790	Atru.chr12.1920
Atru12G014800	Atru.chr12.1922
Atru12G014810	Atru.chr12.1923
Atru12G014820	Atru.chr12.1924
Atru12G014830	Atru.chr12.1925
Atru12G014840	Atru.chr12.1926
Atru12G014850	Atru.chr12.1927
Atru12G014860	Atru.chr12.1929
Atru12G014870	Atru.chr12.1930
Atru12G014880	Atru.chr12.1932
Atru12G014890	Atru.chr12.1934
Atru12G014900	Atru.chr12.1935
Atru12G014910	Atru.chr12.1937
Atru12G014920	Atru.chr12.1940
Atru12G014930	Atru.chr12.1941
Atru12G014940	Atru.chr12.1943
Atru12G014950	Atru.chr12.1950
Atru12G014960	Atru.chr12.1951
Atru12G014970	Atru.chr12.1952
Atru12G014980	Atru.chr12.1953
Atru12G014990	Atru.chr12.1955
Atru12G015000	Atru.chr12.1956
Atru12G015010	Atru.chr12.1957
Atru12G015020	Atru.chr12.1960
Atru12G015030	Atru.chr12.1962
Atru12G015040	Atru.chr12.1964
Atru12G015050	Atru.chr12.1965
Atru12G015060	Atru.chr12.1966
Atru12G015070	Atru.chr12.1969
Atru12G015080	Atru.chr12.1972.1
Atru12G015090	Atru.chr12.1974
Atru12G015100	Atru.chr12.1975
Atru12G015110	Atru.chr12.1977
Atru12G015120	Atru.chr12.1978
Atru12G015130	Atru.chr12.1980
Atru12G015140	Atru.chr12.1981
Atru12G015150	Atru.chr12.1982
Atru12G015160	Atru.chr12.1983
Atru12G015170	Atru.chr12.1985
Atru12G015180	Atru.chr12.1986
Atru12G015190	Atru.chr12.1988
Atru12G015200	Atru.chr12.1989
Atru12G015210	Atru.chr12.1990
Atru12G015220	Atru.chr12.1991
Atru12G015230	Atru.chr12.1996
Atru12G015240	Atru.chr12.1998
Atru12G015250	Atru.chr12.1999
Atru12G015260	Atru.chr12.2000
Atru12G015270	Atru.chr12.2001
Atru12G015280	Atru.chr12.2002
Atru12G015290	Atru.chr12.2003
Atru12G015300	Atru.chr12.2004
Atru12G015310	Atru.chr12.2005
Atru12G015320	Atru.chr12.2006
Atru12G015330	Atru.chr12.2007
Atru12G015340	Atru.chr12.2008
Atru12G015350	Atru.chr12.2010
Atru12G015360	Atru.chr12.2012.1
Atru12G015370	Atru.chr12.2013
Atru12G015380	Atru.chr12.2014
Atru12G015390	Atru.chr12.2015
Atru12G015400	Atru.chr12.2017
Atru12G015410	Atru.chr12.2018
Atru12G015420	Atru.chr12.2019
Atru12G015430	Atru.chr12.2021
Atru12G015440	Atru.chr12.2026
Atru12G015450	Atru.chr12.2030
Atru12G015460	Atru.chr12.2033
Atru12G015470	Atru.BG.267.p
Atru12G015480	Atru.chr12.2038
Atru12G015490	Atru.chr12.2039
Atru12G015500	Atru.chr12.2040
Atru12G015510	Atru.chr12.2044
Atru12G015520	Atru.chr12.2046
Atru12G015530	Atru.chr12.2050
Atru12G015540	Atru.chr12.2052
Atru12G015550	Atru.chr12.2055
Atru12G015560	Atru.chr12.2056
Atru12G015570	Atru.chr12.2059
Atru12G015580	Atru.chr12.2063
Atru12G015590	Atru.chr12.2066
Atru12G015600	Atru.chr12.2067
Atru12G015610	Atru.chr12.2075
Atru12G015620	Atru.chr12.2077
Atru12G015630	Atru.chr12.2078
Atru12G015640	Atru.chr12.2086
Atru12G015650	Atru.chr12.2088
Atru12G015660	Atru.chr12.2089
Atru12G015670	Atru.chr12.2090
Atru12G015680	Atru.chr12.2093
Atru12G015690	Atru.chr12.2098
Atru12G015700	Atru.chr12.2099
Atru12G015710	Atru.chr12.2100
Atru12G015720	Atru.chr12.2101
Atru12G015730	Atru.chr12.2105
Atru12G015740	Atru.chr12.2107
Atru12G015750	Atru.chr12.2109
Atru12G015760	Atru.chr12.2111.1
Atru12G015770	Atru.chr12.2112
Atru12G015780	Atru.chr12.2113
Atru12G015790	Atru.chr12.2117
Atru12G015800	Atru.chr12.2118
Atru12G015810	Atru.chr12.2120
Atru12G015820	Atru.chr12.2122
Atru12G015830	Atru.chr12.2124
Atru12G015840	Atru.chr12.2128
Atru12G015850	Atru.chr12.2129
Atru12G015860	Atru.chr12.2132
Atru12G015870	Atru.chr12.2134
Atru12G015880	Atru.chr12.2135
Atru12G015890	Atru.chr12.2136
Atru12G015900	Atru.chr12.2140
Atru12G015910	Atru.BG.261.p
Atru12G015920	Atru.chr12.2147
Atru12G015930	Atru.chr12.2148
Atru12G015940	Atru.chr12.2150
Atru12G015950	Atru.BG.259.p
Atru12G015960	Atru.chr12.2156
Atru12G015970	Atru.chr12.2157
Atru12G015980	Atru.chr12.2158
Atru12G015990	Atru.chr12.2159
Atru12G016000	Atru.chr12.2160
Atru12G016010	Atru.chr12.2161
Atru12G016020	Atru.chr12.2163
Atru12G016030	Atru.chr12.2167
Atru12G016040	Atru.chr12.2168
Atru12G016050	Atru.chr12.2169
Atru12G016060	Atru.chr12.2173
Atru12G016070	Atru.chr12.2174
Atru12G016080	Atru.chr12.2177
Atru12G016090	Atru.chr12.2178
Atru12G016100	Atru.chr12.2179
Atru12G016110	Atru.chr12.2180
Atru12G016120	Atru.chr12.2182
Atru12G016130	Atru.chr12.2183
Atru12G016140	Atru.chr12.2184
Atru12G016150	Atru.chr12.2186
Atru12G016160	Atru.chr12.2188
Atru12G016170	Atru.chr12.2189
Atru12G016180	Atru.chr12.2190
Atru12G016190	Atru.chr12.2191
Atru12G016200	Atru.chr12.2192
Atru12G016210	Atru.chr12.2193
Atru12G016220	Atru.chr12.2194
Atru12G016230	Atru.chr12.2196
Atru12G016240	Atru.chr12.2197
Atru12G016250	Atru.chr12.2199
Atru12G016260	Atru.chr12.2201
Atru12G016270	Atru.chr12.2202
Atru12G016280	Atru.chr12.2203
Atru12G016290	Atru.chr12.2204.2
Atru12G016300	Atru.chr12.2205
Atru12G016310	Atru.chr12.2210
Atru12G016320	Atru.chr12.2212
Atru12G016330	Atru.chr12.2214
Atru12G016340	Atru.chr12.2215
Atru12G016350	Atru.chr12.2219
Atru12G016360	Atru.chr12.2220
Atru12G016370	Atru.chr12.2221
Atru12G016380	Atru.chr12.2222
Atru12G016390	Atru.chr12.2223
Atru12G016400	Atru.chr12.2224
Atru12G016410	Atru.chr12.2225
Atru12G016420	Atru.chr12.2226
Atru12G016430	Atru.chr12.2231
Atru12G016440	Atru.chr12.2232
Atru12G016450	Atru.chr12.2235
Atru12G016460	Atru.chr12.2237
Atru12G016470	Atru.chr12.2238
Atru12G016480	Atru.chr12.2239
Atru12G016490	Atru.chr12.2240.3
Atru12G016500	Atru.chr12.2242
Atru12G016510	Atru.chr12.2245_Atru.chr12.2244
Atru12G016520	Atru.chr12.2246
Atru12G016530	Atru.chr12.2247.1
Atru12G016540	Atru.chr12.2248
Atru12G016550	Atru.chr12.2249
Atru12G016560	Atru.chr12.2251
Atru12G016570	Atru.chr12.2252
Atru12G016580	Atru.chr12.2253
Atru12G016590	Atru.chr12.2254
Atru12G016600	Atru.chr12.2258
Atru12G016610	Atru.chr12.2259
Atru12G016620	Atru.chr12.2260
Atru12G016630	Atru.chr12.2261
Atru12G016640	Atru.chr12.2262
Atru12G016650	Atru.chr12.2263
Atru12G016660	Atru.chr12.2264
Atru12G016670	Atru.chr12.2266
Atru12G016680	Atru.chr12.2268
Atru12G016690	Atru.chr12.2272
Atru12G016700	Atru.chr12.2274
Atru12G016710	Atru.chr12.2276
Atru12G016720	Atru.chr12.2281
Atru12G016730	Atru.chr12.2283
Atru12G016740	Atru.chr12.2284
Atru12G016750	Atru.chr12.2285
Atru12G016760	Atru.chr12.2286
Atru12G016770	Atru.chr12.2287
Atru12G016780	Atru.chr12.2289
Atru12G016790	Atru.chr12.2291
Atru12G016800	Atru.chr12.2292
Atru12G016810	Atru.chr12.2293
Atru12G016820	Atru.chr12.2295
Atru12G016830	Atru.chr12.2296
Atru12G016840	Atru.chr12.2297
Atru12G016850	Atru.chr12.2298
Atru12G016860	Atru.chr12.2300
Atru12G016870	Atru.chr12.2301
Atru12G016880	Atru.chr12.2302
Atru12G016890	Atru.chr12.2303
Atru12G016900	Atru.chr12.2304
Atru12G016910	Atru.chr12.2305
Atru12G016920	Atru.chr12.2306
Atru12G016930	Atru.chr12.2307
Atru12G016940	Atru.chr12.2308
Atru12G016950	Atru.chr12.2309
Atru12G016960	Atru.chr12.2311
Atru12G016970	Atru.chr12.2313
Atru12G016980	Atru.chr12.2314
Atru12G016990	Atru.chr12.2315
Atru12G017000	Atru.chr12.2316
Atru12G017010	Atru.chr12.2317
Atru12G017020	Atru.chr12.2318
Atru12G017030	Atru.chr12.2321
Atru12G017040	Atru.chr12.2323
Atru12G017050	Atru.chr12.2325
Atru12G017060	Atru.chr12.2326.1
Atru12G017070	Atru.chr12.2327
Atru12G017080	Atru.chr12.2328
Atru12G017090	Atru.chr12.2330
Atru12G017100	Atru.chr12.2331
Atru12G017110	Atru.chr12.2333
Atru12G017120	Atru.chr12.2334
Atru12G017130	Atru.chr12.2335
Atru12G017140	Atru.chr12.2336
Atru12G017150	Atru.chr12.2337
Atru12G017160	Atru.chr12.2338
Atru12G017170	Atru.chr12.2339
Atru12G017180	Atru.chr12.2340
Atru12G017190	Atru.chr12.2341
Atru12G017200	Atru.chr12.2342
Atru12G017210	Atru.chr12.2346
Atru12G017220	Atru.chr12.2349
Atru12G017230	Atru.chr12.2351
Atru12G017240	Atru.chr12.2352
Atru12G017250	Atru.chr12.2353
Atru12G017260	Atru.chr12.2354
Atru12G017270	Atru.chr12.2355
Atru12G017280	Atru.chr12.2356
Atru12G017290	Atru.chr12.2359
Atru12G017300	Atru.chr12.2361
Atru12G017310	Atru.chr12.2362
Atru12G017320	Atru.chr12.2364
Atru12G017330	Atru.chr12.2365
Atru12G017340	Atru.chr12.2367
Atru12G017350	Atru.chr12.2368
Atru12G017360	Atru.chr12.2369
Atru12G017370	Atru.chr12.2370
Atru12G017380	Atru.chr12.2371
Atru12G017390	Atru.chr12.2374
Atru12G017400	Atru.chr12.2376
Atru12G017410	Atru.chr12.2378
Atru12G017420	Atru.chr12.2383
Atru12G017430	Atru.chr12.2390
Atru12G017440	Atru.chr12.2392
Atru12G017450	Atru.chr12.2396
Atru12G017460	Atru.chr12.2397
Atru12G017470	Atru.chr12.2398
Atru12G017480	Atru.chr12.2401
Atru12G017490	Atru.chr12.2402
Atru12G017500	Atru.chr12.2403
Atru12G017510	Atru.chr12.2404
Atru12G017520	Atru.chr12.2405
Atru12G017530	Atru.chr12.2406
Atru12G017540	Atru.chr12.2408
Atru12G017550	Atru.chr12.2409
Atru12G017560	Atru.chr12.2411
Atru12G017570	Atru.chr12.2412
Atru12G017580	Atru.chr12.2413
Atru12G017590	Atru.chr12.2414
Atru12G017600	Atru.chr12.2416
Atru12G017610	Atru.chr12.2418
Atru12G017620	Atru.chr12.2420
Atru12G017630	Atru.chr12.2421
Atru12G017640	Atru.chr12.2422
Atru12G017650	Atru.chr12.2423
Atru12G017660	Atru.chr12.2424
Atru12G017670	Atru.chr12.2425
Atru12G017680	Atru.chr12.2426
Atru12G017690	Atru.chr12.2427
Atru12G017700	Atru.chr12.2428
Atru12G017710	Atru.chr12.2429
Atru12G017720	Atru.chr12.2430
Atru12G017730	Atru.chr12.2432
Atru12G017740	Atru.chr12.2434
Atru12G017750	Atru.chr12.2435
Atru12G017760	Atru.chr12.2436
Atru12G017770	Atru.chr12.2437.1
Atru12G017780	Atru.chr12.2438
Atru12G017790	Atru.chr12.2439
Atru12G017800	Atru.chr12.2440
Atru12G017810	Atru.chr12.2441
Atru12G017820	Atru.chr12.2442
Atru12G017830	Atru.chr12.2446
Atru12G017840	Atru.chr12.2449
Atru12G017850	Atru.chr12.2450
Atru12G017860	Atru.chr12.2452
Atru12G017870	Atru.chr12.2453
Atru12G017880	Atru.chr12.2454
Atru12G017890	Atru.chr12.2455
Atru12G017900	Atru.chr12.2456
Atru12G017910	Atru.chr12.2458
Atru12G017920	Atru.chr12.2463
Atru12G017930	Atru.chr12.2465
Atru12G017940	Atru.chr12.2468
Atru12G017950	Atru.chr12.2469
Atru12G017960	Atru.chr12.2470
Atru12G017970	Atru.chr12.2471.1
Atru12G017980	Atru.chr12.2472
Atru12G017990	Atru.chr12.2473
Atru12G018000	Atru.chr12.2474
Atru12G018010	Atru.chr12.2475
Atru12G018020	Atru.chr12.2476
Atru12G018030	Atru.chr12.2478
Atru12G018040	Atru.chr12.2479
Atru12G018050	Atru.chr12.2480
Atru12G018060	Atru.chr12.2481
Atru12G018070	Atru.chr12.2483
Atru12G018080	Atru.chr12.2484
Atru12G018090	Atru.chr12.2485
Atru12G018100	Atru.chr12.2486
Atru12G018110	Atru.chr12.2487
Atru12G018120	Atru.chr12.2490
Atru12G018130	Atru.chr12.2492
Atru12G018140	Atru.chr12.2495
Atru12G018150	Atru.chr12.2496
Atru12G018160	Atru.chr12.2497
Atru12G018170	Atru.chr12.2498
Atru12G018180	Atru.chr12.2499
Atru12G018190	Atru.chr12.2500
Atru12G018200	Atru.chr12.2501
Atru12G018210	Atru.chr12.2502
Atru12G018220	Atru.chr12.2503
Atru12G018230	Atru.chr12.2504
Atru12G018240	Atru.chr12.2505
Atru12G018250	Atru.chr12.2506
Atru12G018260	Atru.chr12.2507
Atru12G018270	Atru.chr12.2509
Atru12G018280	Atru.chr12.2510
Atru12G018290	Atru.chr12.2511
Atru12G018300	Atru.chr12.2512
Atru12G018310	Atru.chr12.2513
Atru12G018320	Atru.chr12.2514
Atru12G018330	Atru.chr12.2515
Atru12G018340	Atru.chr12.2516
Atru12G018350	Atru.chr12.2517
Atru12G018360	Atru.chr12.2519
